COU,country,VAR,Variable,YEA,year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,pollution_rate,Flag Codes,Flags
CHL,Chile,PUB_HH,Public water supply for households,1995,1995,M3,Cubic metres,6,Millions,,,648,,
CHL,Chile,PUB_HH,Public water supply for households,2000,2000,M3,Cubic metres,6,Millions,,,697,,
CHL,Chile,PUB_HH,Public water supply for households,2005,2005,M3,Cubic metres,6,Millions,,,701.72,,
CHL,Chile,PUB_HH,Public water supply for households,2010,2010,M3,Cubic metres,6,Millions,,,765.11,,
CHL,Chile,PUB_HH,Public water supply for households,2015,2015,M3,Cubic metres,6,Millions,,,856.157,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,16,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,6,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,3,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,2,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,5,,
EST,Estonia,NF_TOT,Total gross abstraction non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,6.061,,
EST,Estonia,NF_SER,Abstractions for services - non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,5,,
EST,Estonia,NF_SER,Abstractions for services - non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_SER,Abstractions for services - non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_SER,Abstractions for services - non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_SER,Abstractions for services - non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_SER,Abstractions for services - non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,0.081,,
EST,Estonia,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2000,2000,M3,Cubic metres,6,Millions,,,11,,
EST,Estonia,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2005,2005,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_IRR,Abstractions for irrigation. Non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_IRR,Abstractions for irrigation. Non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_IRR,Abstractions for irrigation. Non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_IRR,Abstractions for irrigation. Non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_IRR,Abstractions for irrigation. Non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_IRR,Abstractions for irrigation. Non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_IRR,Abstractions for irrigation. Non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_IRR,Abstractions for irrigation. Non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,4,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,3,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,2,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,5,,
EST,Estonia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,5.98,,
EST,Estonia,REUSE,Total abstractions of reused water,2000,2000,M3,Cubic metres,6,Millions,,,4.7,,
EST,Estonia,REUSE,Total abstractions of reused water,2005,2005,M3,Cubic metres,6,Millions,,,7.1,,
EST,Estonia,REUSE,Total abstractions of reused water,2018,2018,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,REUSE,Total abstractions of reused water,2019,2019,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,REUSE_MANU,Abstractions for manufacturing. Reused water,2000,2000,M3,Cubic metres,6,Millions,,,4.7,,
EST,Estonia,REUSE_MANU,Abstractions for manufacturing. Reused water,2005,2005,M3,Cubic metres,6,Millions,,,2.8,,
EST,Estonia,REUSE_IRR,Abstractions for irrigation. Reused water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,REUSE_IRR,Abstractions for irrigation. Reused water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,REUSE_IRR,Abstractions for irrigation. Reused water,2010,2010,M3,Cubic metres,6,Millions,,,0,E,Estimated value
EST,Estonia,REUSE_IRR,Abstractions for irrigation. Reused water,2015,2015,M3,Cubic metres,6,Millions,,,0,E,Estimated value
EST,Estonia,REUSE_IRR,Abstractions for irrigation. Reused water,2016,2016,M3,Cubic metres,6,Millions,,,0,E,Estimated value
EST,Estonia,REUSE_IRR,Abstractions for irrigation. Reused water,2017,2017,M3,Cubic metres,6,Millions,,,0,E,Estimated value
EST,Estonia,REUSE_IRR,Abstractions for irrigation. Reused water,2018,2018,M3,Cubic metres,6,Millions,,,0,E,Estimated value
EST,Estonia,PUB,Public water supply,2000,2000,M3,Cubic metres,6,Millions,,,71.5,,
EST,Estonia,PUB,Public water supply,2010,2010,M3,Cubic metres,6,Millions,,,46.8,,
EST,Estonia,PUB,Public water supply,2015,2015,M3,Cubic metres,6,Millions,,,50.52,,
EST,Estonia,PUB,Public water supply,2016,2016,M3,Cubic metres,6,Millions,,,50.18,,
EST,Estonia,PUB,Public water supply,2017,2017,M3,Cubic metres,6,Millions,,,49.29,,
EST,Estonia,PUB,Public water supply,2018,2018,M3,Cubic metres,6,Millions,,,48.63,,
EST,Estonia,PUB,Public water supply,2019,2019,M3,Cubic metres,6,Millions,,,52.748,,
EST,Estonia,PUB,Public water supply,2020,2020,M3,Cubic metres,6,Millions,,,51.228,,
EST,Estonia,PUB,Public water supply,2021,2021,M3,Cubic metres,6,Millions,,,62.516,,
EST,Estonia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2010,2010,M3,Cubic metres,6,Millions,,,0.2,,
EST,Estonia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2015,2015,M3,Cubic metres,6,Millions,,,0.18,,
EST,Estonia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2016,2016,M3,Cubic metres,6,Millions,,,0.16,,
EST,Estonia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2017,2017,M3,Cubic metres,6,Millions,,,0.17,,
EST,Estonia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2018,2018,M3,Cubic metres,6,Millions,,,0.16,,
EST,Estonia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2019,2019,M3,Cubic metres,6,Millions,,,0.12,,
EST,Estonia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2020,2020,M3,Cubic metres,6,Millions,,,0.128,,
EST,Estonia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2021,2021,M3,Cubic metres,6,Millions,,,0.111,,
EST,Estonia,PUB_MANU,Public water supply for total manufacturing,2010,2010,M3,Cubic metres,6,Millions,,,7,,
EST,Estonia,PUB_MANU,Public water supply for total manufacturing,2015,2015,M3,Cubic metres,6,Millions,,,7.91,,
EST,Estonia,PUB_MANU,Public water supply for total manufacturing,2016,2016,M3,Cubic metres,6,Millions,,,8.06,,
EST,Estonia,PUB_MANU,Public water supply for total manufacturing,2017,2017,M3,Cubic metres,6,Millions,,,8.25,,
EST,Estonia,PUB_MANU,Public water supply for total manufacturing,2018,2018,M3,Cubic metres,6,Millions,,,8.33,,
EST,Estonia,PUB_MANU,Public water supply for total manufacturing,2019,2019,M3,Cubic metres,6,Millions,,,9.744,,
EST,Estonia,PUB_MANU,Public water supply for total manufacturing,2020,2020,M3,Cubic metres,6,Millions,,,7.422,,
EST,Estonia,PUB_MANU,Public water supply for total manufacturing,2021,2021,M3,Cubic metres,6,Millions,,,7.285,,
EST,Estonia,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2010,2010,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2015,2015,M3,Cubic metres,6,Millions,,,0.05,,
EST,Estonia,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2016,2016,M3,Cubic metres,6,Millions,,,0.04,,
EST,Estonia,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2017,2017,M3,Cubic metres,6,Millions,,,0.03,,
EST,Estonia,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2018,2018,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2019,2019,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2020,2020,M3,Cubic metres,6,Millions,,,0.001,,
EST,Estonia,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2021,2021,M3,Cubic metres,6,Millions,,,0.001,,
EST,Estonia,PUB_ELEC,Public water supply for electricity,2010,2010,M3,Cubic metres,6,Millions,,,0.2,,
EST,Estonia,PUB_ELEC,Public water supply for electricity,2015,2015,M3,Cubic metres,6,Millions,,,0.12,,
EST,Estonia,PUB_ELEC,Public water supply for electricity,2016,2016,M3,Cubic metres,6,Millions,,,0.09,,
EST,Estonia,PUB_ELEC,Public water supply for electricity,2017,2017,M3,Cubic metres,6,Millions,,,0.01,,
EST,Estonia,PUB_ELEC,Public water supply for electricity,2018,2018,M3,Cubic metres,6,Millions,,,0.06,,
EST,Estonia,PUB_ELEC,Public water supply for electricity,2019,2019,M3,Cubic metres,6,Millions,,,0.062,,
EST,Estonia,PUB_ELEC,Public water supply for electricity,2020,2020,M3,Cubic metres,6,Millions,,,0.063,,
EST,Estonia,PUB_ELEC,Public water supply for electricity,2021,2021,M3,Cubic metres,6,Millions,,,0.007,,
EST,Estonia,PUB_CONMAN,Public water supply for industry and construction,2010,2010,M3,Cubic metres,6,Millions,,,7.2,,
EST,Estonia,SELF,Self- and other supply ,2010,2010,M3,Cubic metres,6,Millions,,,1533.9,,
EST,Estonia,SELF,Self- and other supply ,2015,2015,M3,Cubic metres,6,Millions,,,1643.1,,
EST,Estonia,SELF,Self- and other supply ,2016,2016,M3,Cubic metres,6,Millions,,,1728.13,,
EST,Estonia,SELF,Self- and other supply ,2017,2017,M3,Cubic metres,6,Millions,,,1737.82,,
EST,Estonia,SELF,Self- and other supply ,2018,2018,M3,Cubic metres,6,Millions,,,1559.26,,
EST,Estonia,SELF,Self- and other supply ,2019,2019,M3,Cubic metres,6,Millions,,,747.172,,
EST,Estonia,SELF,Self- and other supply ,2020,2020,M3,Cubic metres,6,Millions,,,620.51,,
EST,Estonia,SELF,Self- and other supply ,2021,2021,M3,Cubic metres,6,Millions,,,755.396,,
EST,Estonia,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2010,2010,M3,Cubic metres,6,Millions,,,1494.9,,
EST,Estonia,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2015,2015,M3,Cubic metres,6,Millions,,,1402.56,,
EST,Estonia,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2016,2016,M3,Cubic metres,6,Millions,,,1520.38,,
EST,Estonia,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2017,2017,M3,Cubic metres,6,Millions,,,1495.56,,
EST,Estonia,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2018,2018,M3,Cubic metres,6,Millions,,,1348.46,,
EST,Estonia,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2019,2019,M3,Cubic metres,6,Millions,,,675.463,,
EST,Estonia,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2020,2020,M3,Cubic metres,6,Millions,,,541.467,,
EST,Estonia,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2021,2021,M3,Cubic metres,6,Millions,,,676.342,,
EST,Estonia,SELF_ELEC,Self- and other supply for electricity production and distribution,2010,2010,M3,Cubic metres,6,Millions,,,1499.4,,
EST,Estonia,SELF_ELEC,Self- and other supply for electricity production and distribution,2015,2015,M3,Cubic metres,6,Millions,,,1410.29,,
EST,Estonia,SELF_ELEC,Self- and other supply for electricity production and distribution,2016,2016,M3,Cubic metres,6,Millions,,,1526.08,,
EST,Estonia,SELF_ELEC,Self- and other supply for electricity production and distribution,2017,2017,M3,Cubic metres,6,Millions,,,1502.02,,
EST,Estonia,SELF_ELEC,Self- and other supply for electricity production and distribution,2018,2018,M3,Cubic metres,6,Millions,,,1356.29,,
EST,Estonia,SELF_ELEC,Self- and other supply for electricity production and distribution,2019,2019,M3,Cubic metres,6,Millions,,,683.695,,
EST,Estonia,SELF_ELEC,Self- and other supply for electricity production and distribution,2020,2020,M3,Cubic metres,6,Millions,,,549.804,,
EST,Estonia,SELF_ELEC,Self- and other supply for electricity production and distribution,2021,2021,M3,Cubic metres,6,Millions,,,684.88,,
EST,Estonia,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2010,2010,M3,Cubic metres,6,Millions,,,2.3,,
EST,Estonia,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2019,2019,M3,Cubic metres,6,Millions,,,42.543,,
EST,Estonia,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2020,2020,M3,Cubic metres,6,Millions,,,43.848,,
EST,Estonia,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2021,2021,M3,Cubic metres,6,Millions,,,42.289,,
EST,Estonia,SELF_MINE,Self- and other supply for mining and quarrying.,2010,2010,M3,Cubic metres,6,Millions,,,1.9,,
EST,Estonia,SELF_MINE,Self- and other supply for mining and quarrying.,2019,2019,M3,Cubic metres,6,Millions,,,0.413,,
EST,Estonia,SELF_MINE,Self- and other supply for mining and quarrying.,2020,2020,M3,Cubic metres,6,Millions,,,5.552,,
EST,Estonia,SELF_MINE,Self- and other supply for mining and quarrying.,2021,2021,M3,Cubic metres,6,Millions,,,5.461,,
EST,Estonia,SELF_INDCON,Self- and other supply for industry and contruction,2010,2010,M3,Cubic metres,6,Millions,,,1522.2,,
EST,Estonia,SELF_INDCON,Self- and other supply for industry and contruction,2019,2019,M3,Cubic metres,6,Millions,,,740.736,,
EST,Estonia,SELF_INDCON,Self- and other supply for industry and contruction,2020,2020,M3,Cubic metres,6,Millions,,,614.301,,
EST,Estonia,SELF_INDCON,Self- and other supply for industry and contruction,2021,2021,M3,Cubic metres,6,Millions,,,748.99,,
EST,Estonia,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2010,2010,M3,Cubic metres,6,Millions,,,4.3,,
EST,Estonia,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2015,2015,M3,Cubic metres,6,Millions,,,4.63,,
EST,Estonia,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2016,2016,M3,Cubic metres,6,Millions,,,4.28,,
EST,Estonia,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2017,2017,M3,Cubic metres,6,Millions,,,4.49,,
EST,Estonia,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2018,2018,M3,Cubic metres,6,Millions,,,4.55,,
EST,Estonia,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2019,2019,M3,Cubic metres,6,Millions,,,4.963,,
EST,Estonia,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2020,2020,M3,Cubic metres,6,Millions,,,4.84,,
EST,Estonia,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2021,2021,M3,Cubic metres,6,Millions,,,4.964,,
EST,Estonia,SELF_MANU,Self- and other supply for total manufacturing,2010,2010,M3,Cubic metres,6,Millions,,,21,,
EST,Estonia,SELF_MANU,Self- and other supply for total manufacturing,2015,2015,M3,Cubic metres,6,Millions,,,27.98,,
EST,Estonia,SELF_MANU,Self- and other supply for total manufacturing,2016,2016,M3,Cubic metres,6,Millions,,,19.41,,
EST,Estonia,SELF_MANU,Self- and other supply for total manufacturing,2017,2017,M3,Cubic metres,6,Millions,,,20.66,,
EST,Estonia,SELF_MANU,Self- and other supply for total manufacturing,2018,2018,M3,Cubic metres,6,Millions,,,20.23,,
EST,Estonia,SELF_MANU,Self- and other supply for total manufacturing,2019,2019,M3,Cubic metres,6,Millions,,,56.528,,
EST,Estonia,SELF_MANU,Self- and other supply for total manufacturing,2020,2020,M3,Cubic metres,6,Millions,,,58.909,,
EST,Estonia,SELF_MANU,Self- and other supply for total manufacturing,2021,2021,M3,Cubic metres,6,Millions,,,58.631,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2015,2015,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2016,2016,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2017,2017,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2018,2018,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2019,2019,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2020,2020,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,DES,Total gross abstraction. Desalinated water,2021,2021,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2015,2015,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2016,2016,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2017,2017,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2018,2018,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2019,2019,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2020,2020,M3,Cubic metres,6,Millions,,,0,,
EST,Estonia,PUB_DES,Water abstraction for public water supply. Desalinated water,2021,2021,M3,Cubic metres,6,Millions,,,0,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,13.322,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,30,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,264,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,503,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,542,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,586,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,645,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,609,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,576,,
ISR,Israel,NF_DES,Total desalinated water. Non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,533,,
ISR,Israel,REUSE,Total abstractions of reused water,1990,1990,M3,Cubic metres,6,Millions,,,159,,
ISR,Israel,REUSE,Total abstractions of reused water,1995,1995,M3,Cubic metres,6,Millions,,,251,,
ISR,Israel,REUSE,Total abstractions of reused water,2000,2000,M3,Cubic metres,6,Millions,,,269,,
ISR,Israel,REUSE,Total abstractions of reused water,2005,2005,M3,Cubic metres,6,Millions,,,335,,
ISR,Israel,REUSE,Total abstractions of reused water,2010,2010,M3,Cubic metres,6,Millions,,,416,,
ISR,Israel,REUSE,Total abstractions of reused water,2015,2015,M3,Cubic metres,6,Millions,,,476,,
ISR,Israel,REUSE,Total abstractions of reused water,2016,2016,M3,Cubic metres,6,Millions,,,512,,
ISR,Israel,REUSE,Total abstractions of reused water,2017,2017,M3,Cubic metres,6,Millions,,,520,,
ISR,Israel,REUSE,Total abstractions of reused water,2018,2018,M3,Cubic metres,6,Millions,,,514,,
ISR,Israel,REUSE,Total abstractions of reused water,2019,2019,M3,Cubic metres,6,Millions,,,545,,
ISR,Israel,REUSE,Total abstractions of reused water,2020,2020,M3,Cubic metres,6,Millions,,,548,,
ISR,Israel,REUSE,Total abstractions of reused water,2021,2021,M3,Cubic metres,6,Millions,,,557,,
ISR,Israel,IMP,Imported water,1990,1990,M3,Cubic metres,6,Millions,,,0,,
ISR,Israel,IMP,Imported water,1995,1995,M3,Cubic metres,6,Millions,,,0,,
ISR,Israel,IMP,Imported water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
ISR,Israel,IMP,Imported water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
ISR,Israel,IMP,Imported water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
ISR,Israel,EXP,Exported water,1995,1995,M3,Cubic metres,6,Millions,,,31.147,,
ISR,Israel,EXP,Exported water,2000,2000,M3,Cubic metres,6,Millions,,,93.923,,
ISR,Israel,EXP,Exported water,2005,2005,M3,Cubic metres,6,Millions,,,97.515,,
ISR,Israel,EXP,Exported water,2010,2010,M3,Cubic metres,6,Millions,,,103.977,,
ISR,Israel,EXP,Exported water,2015,2015,M3,Cubic metres,6,Millions,,,122.4,,
ISR,Israel,EXP,Exported water,2016,2016,M3,Cubic metres,6,Millions,,,131.2,,
ISR,Israel,EXP,Exported water,2017,2017,M3,Cubic metres,6,Millions,,,135.7,,
ISR,Israel,EXP,Exported water,2018,2018,M3,Cubic metres,6,Millions,,,138.2,,
ISR,Israel,EXP,Exported water,2019,2019,M3,Cubic metres,6,Millions,,,139.6,,
ISR,Israel,EXP,Exported water,2020,2020,M3,Cubic metres,6,Millions,,,150,,
ISR,Israel,EXP,Exported water,2021,2021,M3,Cubic metres,6,Millions,,,191,,
ISR,Israel,PUB,Public water supply,1980,1980,M3,Cubic metres,6,Millions,,,1700,,
ISR,Israel,PUB,Public water supply,1985,1985,M3,Cubic metres,6,Millions,,,1920,,
ISR,Israel,PUB,Public water supply,1990,1990,M3,Cubic metres,6,Millions,,,1804,,
ISR,Israel,PUB,Public water supply,1995,1995,M3,Cubic metres,6,Millions,,,1983,,
ISR,Israel,PUB,Public water supply,2000,2000,M3,Cubic metres,6,Millions,,,1924,,
ISR,Israel,PUB,Public water supply,2005,2005,M3,Cubic metres,6,Millions,,,1961,,
ISR,Israel,PUB,Public water supply,2010,2010,M3,Cubic metres,6,Millions,,,2127.01,,
ISR,Israel,PUB,Public water supply,2015,2015,M3,Cubic metres,6,Millions,,,2047,,
ISR,Israel,PUB,Public water supply,2016,2016,M3,Cubic metres,6,Millions,,,2215,,
ISR,Israel,PUB,Public water supply,2017,2017,M3,Cubic metres,6,Millions,,,2256,,
ISR,Israel,PUB,Public water supply,2018,2018,M3,Cubic metres,6,Millions,,,2206,,
ISR,Israel,PUB,Public water supply,2019,2019,M3,Cubic metres,6,Millions,,,2238,,
ISR,Israel,PUB,Public water supply,2020,2020,M3,Cubic metres,6,Millions,,,2254,,
ISR,Israel,PUB,Public water supply,2021,2021,M3,Cubic metres,6,Millions,,,2391,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1980,1980,M3,Cubic metres,6,Millions,,,1235,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1985,1985,M3,Cubic metres,6,Millions,,,1389,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1990,1990,M3,Cubic metres,6,Millions,,,1216,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1995,1995,M3,Cubic metres,6,Millions,,,1275,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2000,2000,M3,Cubic metres,6,Millions,,,1138,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2005,2005,M3,Cubic metres,6,Millions,,,1126,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2010,2010,M3,Cubic metres,6,Millions,,,1100,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2015,2015,M3,Cubic metres,6,Millions,,,1118,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2016,2016,M3,Cubic metres,6,Millions,,,1253,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2017,2017,M3,Cubic metres,6,Millions,,,1249,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2018,2018,M3,Cubic metres,6,Millions,,,1173,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2019,2019,M3,Cubic metres,6,Millions,,,1191,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2020,2020,M3,Cubic metres,6,Millions,,,1195,,
ISR,Israel,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2021,2021,M3,Cubic metres,6,Millions,,,1286,,
ISR,Israel,PUB_IND,Public water supply for industrial activities,1980,1980,M3,Cubic metres,6,Millions,,,90,,
ISR,Israel,PUB_IND,Public water supply for industrial activities,1985,1985,M3,Cubic metres,6,Millions,,,109,,
ISR,Israel,PUB_IND,Public water supply for industrial activities,1990,1990,M3,Cubic metres,6,Millions,,,106,,
ISR,Israel,PUB_IND,Public water supply for industrial activities,1995,1995,M3,Cubic metres,6,Millions,,,120,,
ISR,Israel,PUB_IND,Public water supply for industrial activities,2000,2000,M3,Cubic metres,6,Millions,,,124,,
