COU,country,VAR,Variable,YEA,year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,pollution_rate,Flag Codes,Flags
SWE,Sweden,NF_IRR,Abstractions for irrigation. Non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,NF_IRR,Abstractions for irrigation. Non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,LOSS_TOT,Total losses during transport,2010,2010,M3,Cubic metres,6,Millions,,,181,,
SWE,Sweden,LOSS_TOT,Total losses during transport,2015,2015,M3,Cubic metres,6,Millions,,,173,,
SWE,Sweden,LOSS_TOT,Total losses during transport,2020,2020,M3,Cubic metres,6,Millions,,,175,,
LTU,Lithuania,PUB_CONST,Public water supply for construction,2010,2010,M3,Cubic metres,6,Millions,,,0.022,,
LTU,Lithuania,PUB_CONST,Public water supply for construction,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_CONST,Public water supply for construction,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_CONST,Public water supply for construction,2017,2017,M3,Cubic metres,6,Millions,,,0.047,,
LTU,Lithuania,PUB_CONST,Public water supply for construction,2018,2018,M3,Cubic metres,6,Millions,,,0.055,,
LTU,Lithuania,PUB_CONST,Public water supply for construction,2019,2019,M3,Cubic metres,6,Millions,,,0.085,,
LTU,Lithuania,PUB_CONST,Public water supply for construction,2020,2020,M3,Cubic metres,6,Millions,,,0.027,,
LTU,Lithuania,PUB_CONST,Public water supply for construction,2021,2021,M3,Cubic metres,6,Millions,,,0.042,,
SVN,Slovenia,LOSS_TOT,Total losses during transport,2010,2010,M3,Cubic metres,6,Millions,,,47,,
SVN,Slovenia,LOSS_TOT,Total losses during transport,2015,2015,M3,Cubic metres,6,Millions,,,47,,
SVN,Slovenia,LOSS_TOT,Total losses during transport,2016,2016,M3,Cubic metres,6,Millions,,,45,,
SVN,Slovenia,LOSS_TOT,Total losses during transport,2017,2017,M3,Cubic metres,6,Millions,,,47,,
SVN,Slovenia,LOSS_TOT,Total losses during transport,2018,2018,M3,Cubic metres,6,Millions,,,50,,
SVN,Slovenia,LOSS_TOT,Total losses during transport,2019,2019,M3,Cubic metres,6,Millions,,,48,,
SVN,Slovenia,LOSS_TOT,Total losses during transport,2020,2020,M3,Cubic metres,6,Millions,,,47,,
SVN,Slovenia,LOSS_TOT,Total losses during transport,2021,2021,M3,Cubic metres,6,Millions,,,48.4,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,1990,1990,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,1995,1995,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_IRR,Abstractions for irrigation. Non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,0,,
ITA,Italy,SELF_TEX,Self- and other supply for textiles,2015,2015,M3,Cubic metres,6,Millions,,,357.026,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2000,2000,M3,Cubic metres,6,Millions,,,0.824,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2005,2005,M3,Cubic metres,6,Millions,,,0.594,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2010,2010,M3,Cubic metres,6,Millions,,,0.393,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2015,2015,M3,Cubic metres,6,Millions,,,0.297,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2016,2016,M3,Cubic metres,6,Millions,,,0.294,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2017,2017,M3,Cubic metres,6,Millions,,,0.296,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2018,2018,M3,Cubic metres,6,Millions,,,0.295,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2019,2019,M3,Cubic metres,6,Millions,,,0.27,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2020,2020,M3,Cubic metres,6,Millions,,,0.298,,
LVA,Latvia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2021,2021,M3,Cubic metres,6,Millions,,,0.234,,
KOR,Korea,PUB,Public water supply,1980,1980,M3,Cubic metres,6,Millions,,,3087,,
KOR,Korea,PUB,Public water supply,1990,1990,M3,Cubic metres,6,Millions,,,5903,,
KOR,Korea,PUB,Public water supply,1995,1995,M3,Cubic metres,6,Millions,,,7110,,
KOR,Korea,PUB,Public water supply,2000,2000,M3,Cubic metres,6,Millions,,,7449,,
KOR,Korea,PUB,Public water supply,2005,2005,M3,Cubic metres,6,Millions,,,7723,,
KOR,Korea,PUB,Public water supply,2010,2010,M3,Cubic metres,6,Millions,,,7538,,
KOR,Korea,PUB,Public water supply,2015,2015,M3,Cubic metres,6,Millions,,,7775,,
KOR,Korea,PUB,Public water supply,2016,2016,M3,Cubic metres,6,Millions,,,7780,,
KOR,Korea,PUB,Public water supply,2017,2017,M3,Cubic metres,6,Millions,,,7529.5,,
KOR,Korea,PUB,Public water supply,2018,2018,M3,Cubic metres,6,Millions,,,7490.1,,
KOR,Korea,PUB,Public water supply,2019,2019,M3,Cubic metres,6,Millions,,,7469.2,,
KOR,Korea,PUB,Public water supply,2020,2020,M3,Cubic metres,6,Millions,,,7458.3,,
ITA,Italy,SELF_MET,Self- and other supply for basic metals,2015,2015,M3,Cubic metres,6,Millions,,,133.648,,
LVA,Latvia,LOSS_TOT,Total losses during transport,1995,1995,M3,Cubic metres,6,Millions,,,70,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2000,2000,M3,Cubic metres,6,Millions,,,37.094,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2005,2005,M3,Cubic metres,6,Millions,,,28.775,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2010,2010,M3,Cubic metres,6,Millions,,,19.833,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2015,2015,M3,Cubic metres,6,Millions,,,11.489,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2016,2016,M3,Cubic metres,6,Millions,,,7.354,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2017,2017,M3,Cubic metres,6,Millions,,,10.249,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2018,2018,M3,Cubic metres,6,Millions,,,12.2,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2019,2019,M3,Cubic metres,6,Millions,,,11.042,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2020,2020,M3,Cubic metres,6,Millions,,,10.423,,
LVA,Latvia,LOSS_TOT,Total losses during transport,2021,2021,M3,Cubic metres,6,Millions,,,5.097,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2000,2000,M3,Cubic metres,6,Millions,,,0,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2005,2005,M3,Cubic metres,6,Millions,,,0,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2010,2010,M3,Cubic metres,6,Millions,,,0,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2015,2015,M3,Cubic metres,6,Millions,,,0,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2016,2016,M3,Cubic metres,6,Millions,,,0,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2017,2017,M3,Cubic metres,6,Millions,,,0,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2018,2018,M3,Cubic metres,6,Millions,,,0,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2019,2019,M3,Cubic metres,6,Millions,,,0,,
ESP,Spain,SELF_MINE,Self- and other supply for mining and quarrying.,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2010,2010,M3,Cubic metres,6,Millions,,,66.324,,
LTU,Lithuania,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2015,2015,M3,Cubic metres,6,Millions,,,61.15,,
LTU,Lithuania,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2016,2016,M3,Cubic metres,6,Millions,,,59.108,,
LTU,Lithuania,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2017,2017,M3,Cubic metres,6,Millions,,,58.736,,
LTU,Lithuania,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2018,2018,M3,Cubic metres,6,Millions,,,56.999,,
LTU,Lithuania,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2019,2019,M3,Cubic metres,6,Millions,,,57.615,,
LTU,Lithuania,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2020,2020,M3,Cubic metres,6,Millions,,,60.259,,
LTU,Lithuania,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2021,2021,M3,Cubic metres,6,Millions,,,59.117,,
LTU,Lithuania,SELF_TR,Self- and other supply - transport vehicles and equipment,2010,2010,M3,Cubic metres,6,Millions,,,0.021,,
LTU,Lithuania,SELF_TR,Self- and other supply - transport vehicles and equipment,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF_TR,Self- and other supply - transport vehicles and equipment,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF_TR,Self- and other supply - transport vehicles and equipment,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF_TR,Self- and other supply - transport vehicles and equipment,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF_TR,Self- and other supply - transport vehicles and equipment,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF_TR,Self- and other supply - transport vehicles and equipment,2020,2020,M3,Cubic metres,6,Millions,,,0.002,,
LTU,Lithuania,SELF_TR,Self- and other supply - transport vehicles and equipment,2021,2021,M3,Cubic metres,6,Millions,,,0.003,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,7.772,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,3.262,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,2.615,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,41.257,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,48.195,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,58.301,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,56.267,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,63.857,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,70.027,,
LTU,Lithuania,NF_TOT,Total gross abstraction non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,72.133,,
KOR,Korea,REUSE,Total abstractions of reused water,2010,2010,M3,Cubic metres,6,Millions,,,1037.3,,
LUX,Luxembourg,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2015,2015,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2016,2016,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2017,2017,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2018,2018,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2019,2019,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2020,2020,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2000,2000,M3,Cubic metres,6,Millions,,,17.903,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2005,2005,M3,Cubic metres,6,Millions,,,10.758,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2010,2010,M3,Cubic metres,6,Millions,,,9.077,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2015,2015,M3,Cubic metres,6,Millions,,,6.16,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2016,2016,M3,Cubic metres,6,Millions,,,5.871,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2017,2017,M3,Cubic metres,6,Millions,,,5.693,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2018,2018,M3,Cubic metres,6,Millions,,,6.383,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2019,2019,M3,Cubic metres,6,Millions,,,6.683,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2020,2020,M3,Cubic metres,6,Millions,,,5.068,,
LVA,Latvia,SELF_HH,Self- and other supply - Households,2021,2021,M3,Cubic metres,6,Millions,,,4.64,,
LTU,Lithuania,PUB_MET,Public water supply for basic metals,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_MET,Public water supply for basic metals,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_MET,Public water supply for basic metals,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_MET,Public water supply for basic metals,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_MET,Public water supply for basic metals,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_MET,Public water supply for basic metals,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_MET,Public water supply for basic metals,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_MET,Public water supply for basic metals,2021,2021,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2000,2000,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2005,2005,M3,Cubic metres,6,Millions,,,0.009,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2010,2010,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2015,2015,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2016,2016,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2017,2017,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2018,2018,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2019,2019,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2020,2020,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2021,2021,M3,Cubic metres,6,Millions,,,0.001,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,1990,1990,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,1995,1995,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,NF_MANUCOOL,Abstractions for cooling (manufacturing). Non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF_MINE,Self- and other supply for mining and quarrying.,2010,2010,M3,Cubic metres,6,Millions,,,0.514,,
LTU,Lithuania,SELF_MINE,Self- and other supply for mining and quarrying.,2015,2015,M3,Cubic metres,6,Millions,,,0.64,,
LTU,Lithuania,SELF_MINE,Self- and other supply for mining and quarrying.,2016,2016,M3,Cubic metres,6,Millions,,,0.669,,
LTU,Lithuania,SELF_MINE,Self- and other supply for mining and quarrying.,2017,2017,M3,Cubic metres,6,Millions,,,0.746,,
LTU,Lithuania,SELF_MINE,Self- and other supply for mining and quarrying.,2018,2018,M3,Cubic metres,6,Millions,,,0.73,,
LTU,Lithuania,SELF_MINE,Self- and other supply for mining and quarrying.,2019,2019,M3,Cubic metres,6,Millions,,,0.919,,
LTU,Lithuania,SELF_MINE,Self- and other supply for mining and quarrying.,2020,2020,M3,Cubic metres,6,Millions,,,1.327,,
LTU,Lithuania,SELF_MINE,Self- and other supply for mining and quarrying.,2021,2021,M3,Cubic metres,6,Millions,,,1.594,,
ITA,Italy,PUB_TR,Public water supply transport vehicles and equipment,2015,2015,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,EXP,Exported water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,EXP,Exported water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,EXP,Exported water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,EXP,Exported water,2015,2015,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,EXP,Exported water,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_CHEM,"Self- and other supply for chemicals, refined petroleum etc",2015,2015,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_CHEM,"Self- and other supply for chemicals, refined petroleum etc",2016,2016,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_CHEM,"Self- and other supply for chemicals, refined petroleum etc",2017,2017,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_CHEM,"Self- and other supply for chemicals, refined petroleum etc",2018,2018,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_CHEM,"Self- and other supply for chemicals, refined petroleum etc",2019,2019,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,SELF_CHEM,"Self- and other supply for chemicals, refined petroleum etc",2020,2020,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,PUB_COOL_ELEC,Public water supply for cooling (electricity),2010,2010,M3,Cubic metres,6,Millions,,,0.14,,
GRC,Greece,PUB_COOL_ELEC,Public water supply for cooling (electricity),2015,2015,M3,Cubic metres,6,Millions,,,0.02,,
GRC,Greece,PUB_COOL_ELEC,Public water supply for cooling (electricity),2016,2016,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,PUB_COOL_ELEC,Public water supply for cooling (electricity),2017,2017,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,PUB_COOL_ELEC,Public water supply for cooling (electricity),2018,2018,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,PUB_COOL_ELEC,Public water supply for cooling (electricity),2019,2019,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,PUB_COOL_ELEC,Public water supply for cooling (electricity),2020,2020,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,PUB_COOL_ELEC,Public water supply for cooling (electricity),2021,2021,M3,Cubic metres,6,Millions,,,0,,
FIN,Finland,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2015,2015,M3,Cubic metres,6,Millions,,,2.8,,
FIN,Finland,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2016,2016,M3,Cubic metres,6,Millions,,,2.8,,
